Unnamed: 0,id_left,brand_left,title_left,description_left,price_left,priceCurrency_left,cluster_id_left,id_right,brand_right,title_right,description_right,price_right,priceCurrency_right,cluster_id_right,pair_id,label,is_hard_negative,prompt_1_gpt-3.5-turbo_temp-0,prompt_2_gpt-3.5-turbo_temp-0,prompt_3_gpt-3.5-turbo_temp-0,prompt0_en_baseline,prompt0_en_baseline_temp_0_gpt3.5_nobrand,prompt0_en_baseline_temp_0_gpt3.5,prompt1_en_short_temp_0_gpt3.5,prompt1_en_short_temp_0_gpt-4-0613,prompt0_en_baseline_temp_0_gpt3.5-0301,prompt1_en_short_mustafa_temp_0_gpt3.5-0301,prompt_basic_sequential_cot_temp_0_gpt3.5-0301,prompt1_cot_manual_temp_0_gpt3.5-0301,prompt_basic_sequential_cot_temp_0_gpt3.5-0301.1,match_prompt_manual_fewshot_1_eval3_temp_0_gpt3.5-0301,match_prompt_manual_fewshot_1_eval2_temp_0_gpt3.5-0301,match_prompt_manual_fewshot_1_eval4_temp_0_gpt3.5-0301,match_prompt_auto_fewshot_1_eval2_temp_0_gpt3.5-0301,match_prompt_auto_fewshot_1_no_conclusion_eval2_temp_0_gpt3.5-0301,match_prompt_autogpt4_fewshot_2_eval2_temp_0_gpt3.5-0301,match_prompt_autogpt4_fewshot_1_eval2_temp_0_gpt-4-0613,prompt1_en_short_temp_0_gpt-3.5-turbo-instruct,prompt1_en_short_temp_0_gpt3.5-0301_v2,match_prompt_manual_fewshot_2_eval2_temp_0_gpt3.5_0301,match_prompt_autogpt3_fewshot_2_eval2_temp_0_gpt3.5_0301,match_prompt_auto_fewshot_1_eval5_temp_0_gpt3.5_0301,prompt_1_zero_shot_CoT_eval2_temp_0_gpt3.5_0301,match_prompt_autogpt4_fewshot_2_eval2_temp_0_gpt3.5-0301_v2,match_prompt_basic_zeroshot_2_eval2_temp_0_gpt3.5-0301,match_prompt_manual_fewshot_1_eval2_temp_0_gpt3.5-0301_v2,prompt1_en_short_temp_0_gpt3.5-0301_with_brand,pprompt1_instruct_temp_0_gpt-3.5-turbo-instruct,prompt1_en_short_instruct_temp_0_gpt-3.5-turbo-instruct_v2,match_prompt_basic_zeroshot_1_eval2_temp_0_gpt3.5-0301_v2
0,24080197,,DJI Mavic Mini Drone Fly More Combo,"Mavic Mini, the everyday flycam. Open your sky with the compact, yet powerful Mavic Mini. Weighing under 250 grams, together with the DJI Fly APP, you'll enjoy a simplified flying experience that is almost as light as the average smartphone.",649.00,CAD,1709252,92817369,Fujifilm,Fujifilm Instax Mini Instant Film - Monochrome (10 Shots),Monochrome (Black & White) Instant Film for Fujifilm Mini Instant Cameras10 Shots per PackISO 800High Gloss FinishSuperb Grain QualityFast Image FormationGreater Resistance to Age-Induced ChangesSingle-plastic Composition for Easier Disposal,159,ZAR,165928,24080197#92817369,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False
1,94788371,,Instax Mini Rainbow Film 10 Pack,Brighten the place up with this pack of rainbow coloured film! Top tip: one of these would look fab in our Instax Mini Acrylic Photo Block!Includes pack of 10 shots,14.99,GBP,1374090,10718715,,1 Fujifilm Instax Square Film Black Frame,,3800,HUF,1118780,94788371#10718715,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False
2,14016048,,Blackmagic Design ATEM Production Studio 4K Switcher,"Blackmagic Design ATEM Production Studio 4K SwitchATEM Production Studio 4K lets you connect up to 8 SD, HD or Ultra HD 4K video cameras, disk recorders and computers to do true broadcast quality work. You get all the features you expect from a professional switcher including chroma key, transitions, media pool, downstream keyers, audio mixer, multi view and the world's first 6G-SDI and HDMI 4K video connections.Specifications:ConnectionsTotal Video Inputs: 8Total Video Outputs: 6SDI Rates: 270Mb, 1.5G, 3G, 6G.Total Audio Inputs: 2 x XLR. 2 x RCA.Total Audio Outputs: 2 x XLR Program.Timecode Connection: NoneSDI Video Inputs: 4 x 10-bit SD/HD/Ultra HD 4K switchable. 2 channel embedded audio.HDMI Video Inputs: 4 x HDMI type A, 10-bit SD/HD/Ultra HD 4K switchable. 2 channel embedded audio.SDI Audio Outputs: 2 channel embedded into SDI output.Reference Input: Tri-Sync or Black Burst.Video Input Re-Sync: On all 8 inputs.SDI Program Outputs: 1 x 10-bit SD/HD/Ultra HD 4K switchable.HDMI Program Outputs: 1 x HDMI type A, 10-bit SD/HD/Ultra HD 4K switchable.Down Converted SDI Program Outputs: 1 x 10-bit HD (Ultra HD 4K to HD).SDI Aux. Output: 1Total Multi Views: 1SDI Multi View Outputs: 1HDMI Multi View Outputs: 1Control Panel Connection: Ethernet supports 10/100/1000 BaseT. Allows direct connection between panel and chassis, or via network.StandardsSD Video Standards: 525i59.94 NTSC, 625i50 PALHD Video Standards:720p50, 720p59.941080p23.98, 1080p24, 1080p25,1080p29.97, 1080p50, 1080p59.941080i50, 1080i59.94Ultra HD Video Standards: 2160p23.98, 2160p24, 2160p25, 2160p29.97SDI Compliance: SMPTE 259M, SMPTE 292M, SMPTE 424M.Video Sampling: 4:2:2Color Precision: 10-bitColor Space: REC 601, REC 709HDMI Input Resolutions for Computers: 720 x 480i 59.97Hz, 720 x 576i 50Hz, 1280 x 720 59.94Hz, 1280 x 720 50Hz and 1920 x 1080 59.94Hz, 1920 x 1080 50Hz, 3840 x 2160 23.98Hz, 3840 x 2160 24Hz, 3840 x 2160 25Hz, 3840 x 2160 29.97Hz.Colorspace Conversion: Hardware based real time.Processing Delay: 1 Line.Audio Mixer: 10 input x 2 channel mixer. Selectable On/Off/Audio-Follow-Video. Level and Peak metering. Master gain control. Analog outputs may be used for separate monitoring.4K to HD Down Conversion: Yes, program x 1.Product SpecificsUpstream Keyers: 1 with Chroma/Linear/Luma key.Downstream Keyers: 2Chroma Keyers: 1Talkback Support: NoneMix Minus Support: NoneLinear/Luma Keyers: 3Transition Keyer (Stinger/DVE): NoneTotal Number of Layers: 4Pattern Generators: 3Color Generators: 2DVE with 3D Borders & Drop Shadow: NoneDisplay interface: Minimum monitor resolution of1366 x 768.Number of Windows: 1 x 10Routable Windows: 8Tally: Red for program and green for preview indication.Windows Source Labels: YesControl Panel: Software or optional hardware panel.Media PlayerMedia Players: 2Media Pool Still Image Capacity: 20 with fill and key.Media Pool Clip Capacity: NoneMedia Player Clip Length in 720 HD: NoneMedia Player Clip Length in 1080 HD: NoneMedia Player Clip Length in Ultra HD: NoneMedia Pool Still Image Format: PNG, TGA, BMP, GIF, JPEG and TIFF.Media Pool Video File Format: None.Media Pool Audio File Format: None.Channels: Fill and key for each Media Player.Multi View MonitoringMulti View Monitoring: 1 x 10 Views.Multi View Video Standard: HD.DisplayInterface: Minimum monitor resolution of 1366 x 768.Front Panel: Built in LCD monitor for video and 42 LED buttons for Aux switching.SoftwareControl Panel Included: ATEM Software Control Panel included free for Mac 10.10 Yosemite, Mac 10.11 El Capitan or later and Windows 8.1 64-bit or Windows 10 64-bit.Tally Output: Added via Ethernet connection to Blackmagic Design GPI and Tally Interface product. (Not included.)Software Updates: Using USB connection directly connected to Mac or Windows computers. Includes ATEM Setup UtilityConfiguration: Set via ATEM Software Control Panel, excluding ATEM chassis IP address which is set via the ATEM Setup Utility connected via USB to chassis.Operating SystemsMac 10.12 Sierra, Mac 10.13 High Sierra or later.Windows 8.1 or Windows 10.Power RequirementsPower Supply: 1 x Internal 100 - 240V AC.Power Usage: 60WEnvironmental SpecificationsOperating Temperature: 0° to 40° C (32° to 104° F)Storage Temperature: -20° to 60° C (-4° to 140° F)Relative Humidity: 0% to 95% non-condensingWhat's IncludedATEM Production Studio 4KSD card with software and manualWarranty12 Month Limited Manufacturer's Warranty.",1.695E3,USD,1263992,52586114,,"Western Digital Blue PC 2.5\"" 250 GB Serial ATA III","250 GB, 2.5\"", SATA 6Gb/s, 540/500 MB/s",62.436001,EUR,483248,14016048#52586114,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False
3,62248973,Instax,Instax Fujifilm | Instax SQUARE Instant Film - Black Border (10 Exposures),,14.99,CAD,1118780,63595157,,[Fujifilm]100 Sheet Fujifilm Instax Square Plain White Instant Polaroid Film for SQ 10 Camera | SP3 Printer,100 sheet instax Square Film,98.50,USD,300521,62248973#63595157,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False
4,25011125,,Hikvision DVR 16 CH fino a 8Mpx Turbo 3.0 DS-7216HUHI-K2,Hikvision DVR 16 CH fino a 8Mpx Turbo 3.0 DS-7216HUHI-K2,3.726E2,EUR,1336313,10718715,,1 Fujifilm Instax Square Film Black Frame,,3800,HUF,1118780,25011125#10718715,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False
5,60568221,,TAG Heuer Formula 1 Chronograph 43mm CAZ1010.FT8024,,1169.75,EUR,2107019,31469161,Sony,Sony 30mm f/3.5 Macro Lens,"Offers excellent optical sharpness and clarity as well as bokeh effect– whether you’re shooting portraits, street scenes or Full HD video .",499,AUD,213496,60568221#31469161,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False
6,27700752,,SanDisk Extreme PRO SD UHS-II USB 3.0,,99,PLN,137095,86534825,SanDisk,SanDisk Extreme Pro CFAST 2.0 VPG130 - 64GB,"For those working in high-performance industries such as broadcasting, cinema, and photography, the 64GB Extreme PRO CFast 2.0 Memory Card from SanDisk combines the speed, capacity, and performance needed to record uninterrupted DCI 4K video, which has a resolution of 4096 x 2160 and a 17:9 aspect ratio. It features a SATA III 6 Gb/s bus, a maximum read speed of up to 525 MB/s (3500x), a maximum write speed of up to 430 MB/s (2867x), and a minimum write speed of 130 MB/s. Its minimum write speed is backed up by the Video Performance Guarantee 130 standard (VPG-130), meaning that its minimum write speed will never drop below 130 MB/s. This card has been tested to work in temperatures of -4 to 158Â°F, and in the case of card errors or accidental deletions, this card comes with a RescuePRO Deluxe data recovery software download offer.Read - 525MB/s - Write - 440MB/s",310.00,SGD,1013997,27700752#86534825,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False
7,64446755,Brother,"TN-200 sort lasertoner, original Brother TN200 (2200 sider)","Ny original Brother sort tonerpatron til Brother HL-720,Brother HL-730,Brother HL-760 ,Brother Fax-8000,Brother P8250,Brother MFC-9050,Brother MFC-9060,Brother MFC-9500.",339.00,DKK,5223239,65569829,,MINION DHR II 29 X 2.30 3C TERRA TR DD FOLD,"Refined and redesigned; ready to shred any lineRamped and siped tread to roll fast and track straight under brakingSingle-ply, DoubleDown, and DH casings available3C MaxxTerra, 3C MaxxGrip, and Super Tacky available on select modelsWide trail (WT) casing specs are optimized for 30-35mm inner width rimsWith side knobs borrowed from the legendary Minion DHF, but widened to provide more support, the DHR II corners like no other. The center tread features ramped leading edges to improve acceleration and sipes to create a smooth transition when leaning the bike. Paddle-like knobs on the center tread dig in under hard braking and help keep the bike under control. Pair it with a Minion DHF up front for the ultimate aggressive trail riding tire combo! The Minion DHF is available in trail, enduro, and downhill specs.",1.0999E2,AUD,1084991,64446755#65569829,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False
8,54979311,,TP-Link TL-WN781ND Netcard PCI-eX Wireless 150 mb,,,,466493,34393388,,Adattatore USB Wireless TP-Link TL-WN725N 150Mbps 2.4GHz,,6,EUR,97189,54979311#34393388,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False
9,89974024,,Refill #014: Kraft Paper Notebook,"Cardboard Paper notebook refill for the Traveler's Notebook.Various cuttings, stickers, photos, scribbles and more sophisticated drawings suit it well.Contains 64 pages and its dimensions (210 x 110 mm) make it suitable for the classic version, not for the smaller Passport version.You don’t know Traveler's Notebook yet? What a pity! Traveler's Notebook is a sophisticated organizer that you complete yourself, using individual refills and bookmarks. In addition, it has covers made of unprocessed cowhide leather, which become even more beautiful over time and with good care they are able to outlive their owner.Made in Japan",7.9,EUR,1857459,58146758,,"Brother TN-241M (prentar:1,400 síður) rautt dufthylki","Nánari lýsing frá framleiðanda:Barcode: 4977766718424Compatible Brand: BrotherCompatible Printer(s): HL-3140CW • HL-3150CDW • HL-3170CDW • DCP-9020CDW • MFC-9140CDN • MFC9330CDW • MFC9340CDWEC Commodity Code: 84439990Form Factor: CartridgeModel Name: TN-241MNew/Remanufactured: NewOriginal/Compatible: Original CartridgeProduct Type: Toner CartridgeSpicers Number: 104861Toner Colour(s): MagentaTotal: 1Yield: 1,400Brother's toner is formulated to exacting standards to ensure you receive high quality print resolution and reliabilityWhy not do your bit for the environment and return your used toner and drum units to our award winning recycling factory in WalesToner particle size, shape and colour pigmentation all have a direct impact on the sharpness of the printed image",16072,ISK,499089,89974024#58146758,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False
